call_id,call_date,organizer_email,duration_minutes,participant_count,call_type,department
TEAMS-003212,2019-05-02 11:57:00,U0094@acmecorp.com,74,2,audio,Finance
TEAMS-003213,2019-05-02 12:54:00,U0039@acmecorp.com,10,3,audio,Engineering
TEAMS-003214,2019-05-02 14:04:00,U0157@acmecorp.com,5,3,video,Engineering
TEAMS-003215,2019-05-02 10:18:00,U0026@acmecorp.com,60,4,video,Operations
TEAMS-003216,2019-05-02 14:38:00,U0042@acmecorp.com,5,2,video,Sales
TEAMS-003217,2019-05-02 13:57:00,U0191@acmecorp.com,32,2,audio,Engineering
TEAMS-003218,2019-05-02 12:52:00,U0013@acmecorp.com,58,2,video,Human Resources
TEAMS-003219,2019-05-02 09:13:00,U0167@acmecorp.com,5,3,video,Engineering
TEAMS-003220,2019-05-02 15:47:00,U0015@acmecorp.com,5,2,audio,Operations
TEAMS-003221,2019-05-02 16:14:00,U0119@acmecorp.com,49,2,screen_share,Human Resources
TEAMS-003222,2019-05-02 12:32:00,U0145@acmecorp.com,5,5,audio,Marketing
TEAMS-003223,2019-05-02 16:14:00,U0164@acmecorp.com,38,13,video,Operations
TEAMS-003224,2019-05-02 15:45:00,U0045@acmecorp.com,5,3,video,Operations
TEAMS-003225,2019-05-03 11:09:00,U0076@acmecorp.com,44,2,screen_share,Engineering
TEAMS-003226,2019-05-03 11:23:00,U0047@acmecorp.com,32,3,audio,Human Resources
TEAMS-003227,2019-05-03 11:39:00,U0099@acmecorp.com,39,5,video,Finance
TEAMS-003228,2019-05-03 12:47:00,U0082@acmecorp.com,25,2,video,Human Resources
TEAMS-003229,2019-05-03 13:11:00,U0082@acmecorp.com,42,4,screen_share,Human Resources
TEAMS-003230,2019-05-03 10:28:00,U0072@acmecorp.com,58,2,audio,Operations
TEAMS-003231,2019-05-03 13:37:00,U0049@acmecorp.com,17,4,video,Sales
TEAMS-003232,2019-05-03 12:44:00,U0184@acmecorp.com,30,3,screen_share,Engineering
TEAMS-003233,2019-05-03 10:49:00,U0059@acmecorp.com,53,4,video,Engineering
TEAMS-003234,2019-05-06 12:12:00,U0188@acmecorp.com,34,2,audio,Engineering
TEAMS-003235,2019-05-06 14:58:00,U0171@acmecorp.com,41,2,video,Finance
TEAMS-003236,2019-05-06 15:02:00,U0150@acmecorp.com,38,6,audio,Engineering
TEAMS-003237,2019-05-06 11:18:00,U0020@acmecorp.com,31,5,video,Engineering
TEAMS-003238,2019-05-06 18:56:00,U0111@acmecorp.com,62,3,video,Operations
TEAMS-003239,2019-05-06 14:03:00,U0184@acmecorp.com,16,2,video,Engineering
TEAMS-003240,2019-05-06 11:57:00,U0051@acmecorp.com,58,4,video,Finance
TEAMS-003241,2019-05-06 08:58:00,U0051@acmecorp.com,34,6,audio,Finance
TEAMS-003242,2019-05-06 17:40:00,U0060@acmecorp.com,5,3,video,Marketing
TEAMS-003243,2019-05-06 09:03:00,U0030@acmecorp.com,41,13,screen_share,Legal
TEAMS-003244,2019-05-06 08:57:00,U0137@acmecorp.com,5,2,audio,Engineering
TEAMS-003245,2019-05-06 16:03:00,U0185@acmecorp.com,23,3,video,Engineering
TEAMS-003246,2019-05-06 16:03:00,U0184@acmecorp.com,67,4,video,Engineering
TEAMS-003247,2019-05-06 09:35:00,U0165@acmecorp.com,33,2,screen_share,Marketing
TEAMS-003248,2019-05-06 10:04:00,U0023@acmecorp.com,21,5,video,Engineering
TEAMS-003249,2019-05-07 11:42:00,U0188@acmecorp.com,45,9,video,Engineering
TEAMS-003250,2019-05-07 13:15:00,U0134@acmecorp.com,57,2,screen_share,Human Resources
TEAMS-003251,2019-05-07 13:48:00,U0122@acmecorp.com,32,3,audio,Sales
TEAMS-003252,2019-05-07 13:57:00,U0094@acmecorp.com,60,5,video,Finance
TEAMS-003253,2019-05-07 16:08:00,U0016@acmecorp.com,44,3,video,Operations
TEAMS-003254,2019-05-07 18:09:00,U0039@acmecorp.com,17,2,video,Engineering
TEAMS-003255,2019-05-07 12:59:00,U0112@acmecorp.com,53,4,video,Human Resources
TEAMS-003256,2019-05-07 13:02:00,U0065@acmecorp.com,27,3,audio,IT
TEAMS-003257,2019-05-07 13:21:00,U0191@acmecorp.com,28,5,video,Engineering
TEAMS-003258,2019-05-08 10:37:00,U0096@acmecorp.com,89,4,video,Sales
TEAMS-003259,2019-05-08 13:48:00,U0122@acmecorp.com,5,8,video,Sales
TEAMS-003260,2019-05-08 12:46:00,U0164@acmecorp.com,46,2,audio,Operations
TEAMS-003261,2019-05-08 11:39:00,U0176@acmecorp.com,80,2,video,Sales
TEAMS-003262,2019-05-08 18:32:00,U0117@acmecorp.com,31,3,audio,IT
TEAMS-003263,2019-05-08 12:21:00,U0100@acmecorp.com,58,5,video,Sales
TEAMS-003264,2019-05-08 11:31:00,U0193@acmecorp.com,38,3,video,Engineering
TEAMS-003265,2019-05-08 11:12:00,U0034@acmecorp.com,17,2,video,Engineering
TEAMS-003266,2019-05-08 15:48:00,U0158@acmecorp.com,44,2,screen_share,Marketing
TEAMS-003267,2019-05-08 11:06:00,U0056@acmecorp.com,29,4,video,Engineering
TEAMS-003268,2019-05-08 10:49:00,U0039@acmecorp.com,30,2,video,Engineering
TEAMS-003269,2019-05-08 11:11:00,U0025@acmecorp.com,39,5,video,Legal
TEAMS-003270,2019-05-08 09:13:00,U0082@acmecorp.com,19,2,screen_share,Human Resources
TEAMS-003271,2019-05-08 12:36:00,U0122@acmecorp.com,35,4,screen_share,Sales
TEAMS-003272,2019-05-08 18:13:00,U0045@acmecorp.com,64,4,audio,Operations
TEAMS-003273,2019-05-09 14:02:00,U0122@acmecorp.com,61,2,screen_share,Sales
TEAMS-003274,2019-05-09 14:47:00,U0119@acmecorp.com,38,2,video,Human Resources
TEAMS-003275,2019-05-09 11:29:00,U0096@acmecorp.com,71,3,video,Sales
TEAMS-003276,2019-05-09 18:49:00,U0034@acmecorp.com,5,3,video,Engineering
TEAMS-003277,2019-05-09 08:31:00,U0092@acmecorp.com,28,2,video,Marketing
TEAMS-003278,2019-05-09 14:34:00,U0119@acmecorp.com,27,4,video,Human Resources
TEAMS-003279,2019-05-09 12:04:00,U0157@acmecorp.com,51,2,video,Engineering
TEAMS-003280,2019-05-09 12:29:00,U0043@acmecorp.com,28,2,screen_share,Engineering
TEAMS-003281,2019-05-09 12:57:00,U0149@acmecorp.com,23,11,audio,Marketing
TEAMS-003282,2019-05-10 14:11:00,U0036@acmecorp.com,35,10,video,Sales
TEAMS-003283,2019-05-10 17:00:00,U0103@acmecorp.com,7,2,audio,Engineering
TEAMS-003284,2019-05-10 12:16:00,U0120@acmecorp.com,16,3,video,Engineering
TEAMS-003285,2019-05-10 08:59:00,U0015@acmecorp.com,9,4,audio,Operations
TEAMS-003286,2019-05-10 11:56:00,U0026@acmecorp.com,28,2,video,Operations
TEAMS-003287,2019-05-10 09:46:00,U0016@acmecorp.com,74,12,audio,Operations
TEAMS-003288,2019-05-10 14:20:00,U0188@acmecorp.com,30,3,video,Engineering
TEAMS-003289,2019-05-10 11:26:00,U0034@acmecorp.com,33,5,video,Engineering
TEAMS-003290,2019-05-10 13:47:00,U0094@acmecorp.com,37,2,video,Finance
TEAMS-003291,2019-05-10 14:52:00,U0015@acmecorp.com,32,3,audio,Operations
TEAMS-003292,2019-05-10 13:44:00,U0192@acmecorp.com,65,3,audio,Legal
TEAMS-003293,2019-05-10 13:50:00,U0074@acmecorp.com,24,2,audio,Marketing
TEAMS-003294,2019-05-10 13:13:00,U0074@acmecorp.com,35,4,audio,Marketing
TEAMS-003295,2019-05-13 14:10:00,U0026@acmecorp.com,26,3,audio,Operations
TEAMS-003296,2019-05-13 12:38:00,U0145@acmecorp.com,5,4,video,Marketing
TEAMS-003297,2019-05-13 13:36:00,U0076@acmecorp.com,43,2,video,Engineering
TEAMS-003298,2019-05-13 10:36:00,U0041@acmecorp.com,30,4,video,Operations
TEAMS-003299,2019-05-13 17:15:00,U0096@acmecorp.com,34,3,video,Sales
TEAMS-003300,2019-05-13 13:52:00,U0094@acmecorp.com,62,2,audio,Finance
TEAMS-003301,2019-05-13 14:52:00,U0023@acmecorp.com,11,6,screen_share,Engineering
TEAMS-003302,2019-05-13 13:14:00,U0011@acmecorp.com,52,2,video,IT
TEAMS-003303,2019-05-13 13:44:00,U0042@acmecorp.com,19,3,video,Sales
TEAMS-003304,2019-05-13 08:58:00,U0079@acmecorp.com,31,2,screen_share,Sales
TEAMS-003305,2019-05-13 10:40:00,U0045@acmecorp.com,79,10,video,Operations
TEAMS-003306,2019-05-13 16:29:00,U0164@acmecorp.com,55,3,video,Operations
TEAMS-003307,2019-05-13 09:13:00,U0079@acmecorp.com,44,4,screen_share,Sales
TEAMS-003308,2019-05-14 08:09:00,U0147@acmecorp.com,37,2,video,IT
TEAMS-003309,2019-05-14 12:03:00,U0119@acmecorp.com,33,4,video,Human Resources
TEAMS-003310,2019-05-14 13:30:00,U0076@acmecorp.com,17,2,audio,Engineering
TEAMS-003311,2019-05-14 11:44:00,U0043@acmecorp.com,14,4,video,Engineering
TEAMS-003312,2019-05-14 10:07:00,U0086@acmecorp.com,23,6,video,Engineering
TEAMS-003313,2019-05-14 11:28:00,U0176@acmecorp.com,86,9,screen_share,Sales
TEAMS-003314,2019-05-14 12:56:00,U0079@acmecorp.com,34,2,audio,Sales
TEAMS-003315,2019-05-14 11:44:00,U0016@acmecorp.com,44,3,video,Operations
TEAMS-003316,2019-05-14 14:51:00,U0065@acmecorp.com,10,5,screen_share,IT
TEAMS-003317,2019-05-14 10:16:00,U0172@acmecorp.com,44,4,audio,Sales
TEAMS-003318,2019-05-14 10:01:00,U0161@acmecorp.com,43,14,audio,Marketing
TEAMS-003319,2019-05-14 08:07:00,U0158@acmecorp.com,19,2,video,Marketing
TEAMS-003320,2019-05-14 16:36:00,U0112@acmecorp.com,22,4,audio,Human Resources
TEAMS-003321,2019-05-14 14:18:00,U0024@acmecorp.com,5,3,audio,Human Resources
TEAMS-003322,2019-05-14 13:21:00,U0082@acmecorp.com,53,3,screen_share,Human Resources
TEAMS-003323,2019-05-14 12:18:00,U0030@acmecorp.com,25,4,audio,Legal
TEAMS-003324,2019-05-14 13:36:00,U0119@acmecorp.com,65,5,video,Human Resources
TEAMS-003325,2019-05-14 11:45:00,U0074@acmecorp.com,52,5,audio,Marketing
TEAMS-003326,2019-05-15 16:07:00,U0127@acmecorp.com,15,13,video,Marketing
TEAMS-003327,2019-05-15 11:16:00,U0011@acmecorp.com,62,2,video,IT
TEAMS-003328,2019-05-15 14:36:00,U0127@acmecorp.com,47,5,video,Marketing
TEAMS-003329,2019-05-15 11:18:00,U0193@acmecorp.com,54,2,video,Engineering
TEAMS-003330,2019-05-15 13:37:00,U0099@acmecorp.com,47,2,screen_share,Finance
TEAMS-003331,2019-05-15 13:38:00,U0049@acmecorp.com,6,5,video,Sales
TEAMS-003332,2019-05-15 09:42:00,U0047@acmecorp.com,35,4,video,Human Resources
TEAMS-003333,2019-05-15 15:21:00,U0145@acmecorp.com,43,3,screen_share,Marketing
TEAMS-003334,2019-05-15 15:32:00,U0189@acmecorp.com,74,4,audio,IT
TEAMS-003335,2019-05-15 13:24:00,U0127@acmecorp.com,22,9,video,Marketing
TEAMS-003336,2019-05-16 11:24:00,U0041@acmecorp.com,44,3,video,Operations
TEAMS-003337,2019-05-16 11:26:00,U0099@acmecorp.com,38,12,video,Finance
TEAMS-003338,2019-05-16 11:06:00,U0007@acmecorp.com,50,2,audio,Engineering
TEAMS-003339,2019-05-16 10:54:00,U0100@acmecorp.com,34,2,video,Sales
TEAMS-003340,2019-05-16 13:01:00,U0049@acmecorp.com,37,4,audio,Sales
TEAMS-003341,2019-05-16 16:55:00,U0145@acmecorp.com,19,6,video,Marketing
TEAMS-003342,2019-05-16 09:43:00,U0082@acmecorp.com,7,8,screen_share,Human Resources
TEAMS-003343,2019-05-16 12:35:00,U0059@acmecorp.com,46,3,audio,Engineering
TEAMS-003344,2019-05-16 12:46:00,U0060@acmecorp.com,53,2,video,Marketing
TEAMS-003345,2019-05-16 14:40:00,U0147@acmecorp.com,65,2,video,IT
TEAMS-003346,2019-05-16 11:29:00,U0141@acmecorp.com,34,4,audio,Sales
TEAMS-003347,2019-05-17 15:26:00,U0072@acmecorp.com,41,4,audio,Operations
TEAMS-003348,2019-05-17 12:24:00,U0188@acmecorp.com,11,7,screen_share,Engineering
TEAMS-003349,2019-05-17 14:21:00,U0043@acmecorp.com,46,4,video,Engineering
TEAMS-003350,2019-05-17 15:40:00,U0094@acmecorp.com,25,2,screen_share,Finance
TEAMS-003351,2019-05-17 11:21:00,U0141@acmecorp.com,41,3,video,Sales
TEAMS-003352,2019-05-17 12:30:00,U0163@acmecorp.com,19,5,video,Engineering
TEAMS-003353,2019-05-17 11:39:00,U0024@acmecorp.com,43,6,video,Human Resources
TEAMS-003354,2019-05-17 16:49:00,U0100@acmecorp.com,34,2,video,Sales
TEAMS-003355,2019-05-17 17:59:00,U0165@acmecorp.com,5,10,video,Marketing
TEAMS-003356,2019-05-17 15:42:00,U0175@acmecorp.com,20,2,audio,Operations
TEAMS-003357,2019-05-17 09:00:00,U0072@acmecorp.com,45,14,screen_share,Operations
TEAMS-003358,2019-05-17 12:13:00,U0149@acmecorp.com,32,7,video,Marketing
TEAMS-003359,2019-05-20 11:15:00,U0011@acmecorp.com,64,3,video,IT
TEAMS-003360,2019-05-20 15:09:00,U0107@acmecorp.com,12,3,audio,IT
TEAMS-003361,2019-05-20 09:05:00,U0136@acmecorp.com,34,3,audio,Operations
TEAMS-003362,2019-05-20 16:27:00,U0167@acmecorp.com,5,4,audio,Engineering
TEAMS-003363,2019-05-20 09:43:00,U0181@acmecorp.com,43,4,audio,Sales
TEAMS-003364,2019-05-20 11:31:00,U0195@acmecorp.com,47,6,screen_share,Sales
TEAMS-003365,2019-05-20 10:44:00,U0072@acmecorp.com,30,9,audio,Operations
TEAMS-003366,2019-05-20 10:15:00,U0076@acmecorp.com,29,5,audio,Engineering
TEAMS-003367,2019-05-20 17:16:00,U0134@acmecorp.com,31,3,screen_share,Human Resources
TEAMS-003368,2019-05-20 10:21:00,U0184@acmecorp.com,13,8,screen_share,Engineering
TEAMS-003369,2019-05-20 09:39:00,U0074@acmecorp.com,60,3,screen_share,Marketing
TEAMS-003370,2019-05-20 08:41:00,U0141@acmecorp.com,12,5,video,Sales
TEAMS-003371,2019-05-20 12:27:00,U0043@acmecorp.com,30,3,audio,Engineering
TEAMS-003372,2019-05-21 14:27:00,U0119@acmecorp.com,16,4,audio,Human Resources
TEAMS-003373,2019-05-21 09:13:00,U0163@acmecorp.com,61,11,video,Engineering
TEAMS-003374,2019-05-21 11:24:00,U0059@acmecorp.com,14,3,audio,Engineering
TEAMS-003375,2019-05-21 15:33:00,U0051@acmecorp.com,67,4,screen_share,Finance
TEAMS-003376,2019-05-21 13:42:00,U0076@acmecorp.com,40,5,video,Engineering
TEAMS-003377,2019-05-21 10:02:00,U0171@acmecorp.com,40,4,screen_share,Finance
TEAMS-003378,2019-05-21 14:44:00,U0042@acmecorp.com,21,2,video,Sales
TEAMS-003379,2019-05-21 11:52:00,U0039@acmecorp.com,5,3,video,Engineering
TEAMS-003380,2019-05-21 10:02:00,U0047@acmecorp.com,50,5,audio,Human Resources
TEAMS-003381,2019-05-21 13:56:00,U0145@acmecorp.com,51,4,screen_share,Marketing
TEAMS-003382,2019-05-21 12:06:00,U0193@acmecorp.com,21,2,video,Engineering
TEAMS-003383,2019-05-22 10:32:00,U0096@acmecorp.com,19,3,screen_share,Sales
TEAMS-003384,2019-05-22 16:32:00,U0080@acmecorp.com,30,3,video,Legal
TEAMS-003385,2019-05-22 10:59:00,U0179@acmecorp.com,51,5,audio,IT
TEAMS-003386,2019-05-22 18:43:00,U0026@acmecorp.com,11,4,video,Operations
TEAMS-003387,2019-05-22 12:42:00,U0086@acmecorp.com,36,2,screen_share,Engineering
TEAMS-003388,2019-05-22 12:17:00,U0107@acmecorp.com,16,3,screen_share,IT
TEAMS-003389,2019-05-22 11:44:00,U0094@acmecorp.com,14,2,video,Finance
TEAMS-003390,2019-05-22 14:58:00,U0195@acmecorp.com,52,5,screen_share,Sales
TEAMS-003391,2019-05-22 10:54:00,U0051@acmecorp.com,17,4,screen_share,Finance
TEAMS-003392,2019-05-22 10:21:00,U0023@acmecorp.com,33,4,video,Engineering
TEAMS-003393,2019-05-23 13:55:00,U0026@acmecorp.com,47,3,audio,Operations
TEAMS-003394,2019-05-23 12:49:00,U0094@acmecorp.com,39,2,video,Finance
TEAMS-003395,2019-05-23 10:19:00,U0036@acmecorp.com,21,2,audio,Sales
TEAMS-003396,2019-05-23 10:22:00,U0080@acmecorp.com,67,5,screen_share,Legal
TEAMS-003397,2019-05-23 13:50:00,U0041@acmecorp.com,18,2,audio,Operations
TEAMS-003398,2019-05-23 11:02:00,U0175@acmecorp.com,57,4,video,Operations
TEAMS-003399,2019-05-23 12:42:00,U0157@acmecorp.com,41,6,audio,Engineering
TEAMS-003400,2019-05-23 13:56:00,U0189@acmecorp.com,43,3,screen_share,IT
TEAMS-003401,2019-05-23 11:07:00,U0042@acmecorp.com,5,4,video,Sales
TEAMS-003402,2019-05-23 15:57:00,U0141@acmecorp.com,50,3,video,Sales
TEAMS-003403,2019-05-23 13:07:00,U0107@acmecorp.com,57,3,screen_share,IT
TEAMS-003404,2019-05-23 09:01:00,U0045@acmecorp.com,51,4,screen_share,Operations
TEAMS-003405,2019-05-23 09:28:00,U0072@acmecorp.com,24,4,audio,Operations
TEAMS-003406,2019-05-23 14:45:00,U0016@acmecorp.com,32,3,video,Operations
TEAMS-003407,2019-05-23 11:49:00,U0147@acmecorp.com,14,2,screen_share,IT
TEAMS-003408,2019-05-24 13:45:00,U0060@acmecorp.com,42,3,audio,Marketing
TEAMS-003409,2019-05-24 11:22:00,U0158@acmecorp.com,42,2,screen_share,Marketing
TEAMS-003410,2019-05-24 13:52:00,U0111@acmecorp.com,21,5,video,Operations
TEAMS-003411,2019-05-24 11:42:00,U0171@acmecorp.com,21,8,video,Finance
TEAMS-003412,2019-05-24 08:49:00,U0020@acmecorp.com,28,5,audio,Engineering
TEAMS-003413,2019-05-24 14:52:00,U0157@acmecorp.com,32,3,video,Engineering
TEAMS-003414,2019-05-24 11:29:00,U0157@acmecorp.com,38,4,screen_share,Engineering
TEAMS-003415,2019-05-24 13:46:00,U0011@acmecorp.com,21,4,audio,IT
TEAMS-003416,2019-05-24 09:06:00,U0060@acmecorp.com,97,8,video,Marketing
TEAMS-003417,2019-05-24 11:20:00,U0096@acmecorp.com,10,4,video,Sales
TEAMS-003418,2019-05-24 16:32:00,U0074@acmecorp.com,40,3,video,Marketing
TEAMS-003419,2019-05-24 12:36:00,U0138@acmecorp.com,20,7,video,Operations
TEAMS-003420,2019-05-24 10:13:00,U0101@acmecorp.com,18,4,screen_share,Operations
TEAMS-003421,2019-05-24 09:40:00,U0099@acmecorp.com,6,4,video,Finance
TEAMS-003422,2019-05-24 14:45:00,U0188@acmecorp.com,31,5,video,Engineering
TEAMS-003423,2019-05-27 11:56:00,U0117@acmecorp.com,61,4,video,IT
TEAMS-003424,2019-05-27 13:31:00,U0188@acmecorp.com,14,3,screen_share,Engineering
TEAMS-003425,2019-05-27 08:40:00,U0103@acmecorp.com,55,2,video,Engineering
TEAMS-003426,2019-05-27 09:11:00,U0047@acmecorp.com,45,2,screen_share,Human Resources
TEAMS-003427,2019-05-27 13:06:00,U0137@acmecorp.com,26,2,video,Engineering
TEAMS-003428,2019-05-27 14:55:00,U0107@acmecorp.com,8,2,audio,IT
TEAMS-003429,2019-05-27 16:31:00,U0020@acmecorp.com,28,3,video,Engineering
TEAMS-003430,2019-05-27 10:44:00,U0020@acmecorp.com,23,10,audio,Engineering
TEAMS-003431,2019-05-27 12:55:00,U0078@acmecorp.com,21,5,video,Sales
TEAMS-003432,2019-05-27 08:48:00,U0163@acmecorp.com,19,2,video,Engineering
TEAMS-003433,2019-05-27 14:00:00,U0042@acmecorp.com,42,2,video,Sales
TEAMS-003434,2019-05-27 08:38:00,U0059@acmecorp.com,67,3,screen_share,Engineering
TEAMS-003435,2019-05-28 10:39:00,U0086@acmecorp.com,50,3,video,Engineering
TEAMS-003436,2019-05-28 10:47:00,U0153@acmecorp.com,39,8,audio,Engineering
TEAMS-003437,2019-05-28 09:37:00,U0049@acmecorp.com,53,4,video,Sales
TEAMS-003438,2019-05-28 12:24:00,U0036@acmecorp.com,45,5,screen_share,Sales
TEAMS-003439,2019-05-28 13:11:00,U0049@acmecorp.com,49,5,audio,Sales
TEAMS-003440,2019-05-28 10:40:00,U0047@acmecorp.com,41,7,video,Human Resources
TEAMS-003441,2019-05-28 14:42:00,U0086@acmecorp.com,5,6,audio,Engineering
TEAMS-003442,2019-05-28 13:50:00,U0015@acmecorp.com,17,4,video,Operations
TEAMS-003443,2019-05-28 09:53:00,U0167@acmecorp.com,7,6,audio,Engineering
TEAMS-003444,2019-05-28 15:52:00,U0056@acmecorp.com,5,3,video,Engineering
TEAMS-003445,2019-05-28 16:44:00,U0016@acmecorp.com,50,2,video,Operations
TEAMS-003446,2019-05-28 08:29:00,U0193@acmecorp.com,51,3,video,Engineering
TEAMS-003447,2019-05-29 10:55:00,U0100@acmecorp.com,25,4,screen_share,Sales
TEAMS-003448,2019-05-29 13:57:00,U0025@acmecorp.com,31,3,audio,Legal
TEAMS-003449,2019-05-29 15:44:00,U0161@acmecorp.com,42,3,screen_share,Marketing
TEAMS-003450,2019-05-29 14:13:00,U0025@acmecorp.com,17,4,video,Legal
TEAMS-003451,2019-05-29 11:28:00,U0138@acmecorp.com,43,8,screen_share,Operations
TEAMS-003452,2019-05-29 13:49:00,U0026@acmecorp.com,68,2,screen_share,Operations
TEAMS-003453,2019-05-29 17:00:00,U0137@acmecorp.com,10,2,video,Engineering
TEAMS-003454,2019-05-29 17:56:00,U0074@acmecorp.com,34,4,audio,Marketing
TEAMS-003455,2019-05-29 14:06:00,U0056@acmecorp.com,29,2,screen_share,Engineering
TEAMS-003456,2019-05-29 15:49:00,U0195@acmecorp.com,27,5,screen_share,Sales
TEAMS-003457,2019-05-29 11:32:00,U0198@acmecorp.com,35,2,video,Engineering
TEAMS-003458,2019-05-29 09:57:00,U0049@acmecorp.com,54,2,screen_share,Sales
TEAMS-003459,2019-05-29 13:42:00,U0150@acmecorp.com,5,9,audio,Engineering
TEAMS-003460,2019-05-29 08:23:00,U0030@acmecorp.com,38,2,video,Legal
TEAMS-003461,2019-05-29 08:00:00,U0165@acmecorp.com,30,2,video,Marketing
TEAMS-003462,2019-05-30 09:30:00,U0189@acmecorp.com,32,6,video,IT
TEAMS-003463,2019-05-30 12:08:00,U0024@acmecorp.com,42,5,video,Human Resources
TEAMS-003464,2019-05-30 09:00:00,U0161@acmecorp.com,5,3,video,Marketing
TEAMS-003465,2019-05-30 14:01:00,U0167@acmecorp.com,19,2,audio,Engineering
TEAMS-003466,2019-05-30 13:54:00,U0078@acmecorp.com,35,3,audio,Sales
TEAMS-003467,2019-05-30 09:29:00,U0127@acmecorp.com,55,2,audio,Marketing
TEAMS-003468,2019-05-30 10:09:00,U0074@acmecorp.com,48,2,video,Marketing
TEAMS-003469,2019-05-30 12:13:00,U0112@acmecorp.com,5,3,audio,Human Resources
TEAMS-003470,2019-05-30 14:18:00,U0101@acmecorp.com,5,4,audio,Operations
TEAMS-003471,2019-05-30 11:47:00,U0107@acmecorp.com,33,2,audio,IT
TEAMS-003472,2019-05-30 10:09:00,U0138@acmecorp.com,16,5,video,Operations
TEAMS-003473,2019-05-30 13:48:00,U0117@acmecorp.com,42,3,screen_share,IT
TEAMS-003474,2019-05-31 14:58:00,U0150@acmecorp.com,29,2,video,Engineering
TEAMS-003475,2019-05-31 13:27:00,U0079@acmecorp.com,26,2,screen_share,Sales
TEAMS-003476,2019-05-31 16:32:00,U0122@acmecorp.com,64,5,audio,Sales
TEAMS-003477,2019-05-31 10:53:00,U0074@acmecorp.com,38,2,screen_share,Marketing
TEAMS-003478,2019-05-31 13:46:00,U0163@acmecorp.com,48,3,video,Engineering
TEAMS-003479,2019-05-31 13:21:00,U0041@acmecorp.com,83,2,video,Operations
TEAMS-003480,2019-05-31 13:09:00,U0092@acmecorp.com,52,7,audio,Marketing
TEAMS-003481,2019-05-31 18:58:00,U0023@acmecorp.com,36,3,screen_share,Engineering
TEAMS-003482,2019-05-31 12:03:00,U0056@acmecorp.com,21,4,video,Engineering
TEAMS-003483,2019-05-31 15:55:00,U0111@acmecorp.com,12,2,video,Operations
TEAMS-003484,2019-05-31 13:19:00,U0120@acmecorp.com,50,3,video,Engineering
TEAMS-003485,2019-05-31 15:08:00,U0176@acmecorp.com,63,4,audio,Sales
TEAMS-003486,2019-06-03 08:41:00,U0034@acmecorp.com,22,4,video,Engineering
TEAMS-003487,2019-06-03 12:31:00,U0042@acmecorp.com,48,2,audio,Sales
TEAMS-003488,2019-06-03 14:34:00,U0150@acmecorp.com,42,5,video,Engineering
TEAMS-003489,2019-06-03 11:02:00,U0119@acmecorp.com,60,3,audio,Human Resources
TEAMS-003490,2019-06-03 09:39:00,U0161@acmecorp.com,34,3,audio,Marketing
TEAMS-003491,2019-06-03 13:00:00,U0147@acmecorp.com,50,9,audio,IT
TEAMS-003492,2019-06-03 16:55:00,U0078@acmecorp.com,37,2,video,Sales
TEAMS-003493,2019-06-03 09:46:00,U0164@acmecorp.com,34,5,video,Operations
TEAMS-003494,2019-06-03 12:53:00,U0049@acmecorp.com,49,7,audio,Sales
TEAMS-003495,2019-06-03 13:30:00,U0059@acmecorp.com,54,2,audio,Engineering
TEAMS-003496,2019-06-04 13:37:00,U0043@acmecorp.com,50,2,video,Engineering
TEAMS-003497,2019-06-04 18:55:00,U0164@acmecorp.com,59,2,video,Operations
TEAMS-003498,2019-06-04 13:27:00,U0185@acmecorp.com,55,2,video,Engineering
TEAMS-003499,2019-06-04 09:45:00,U0036@acmecorp.com,5,6,screen_share,Sales
TEAMS-003500,2019-06-04 16:00:00,U0158@acmecorp.com,27,8,audio,Marketing
TEAMS-003501,2019-06-04 14:19:00,U0078@acmecorp.com,28,12,audio,Sales
TEAMS-003502,2019-06-04 12:34:00,U0082@acmecorp.com,47,3,audio,Human Resources
TEAMS-003503,2019-06-04 14:48:00,U0001@acmecorp.com,5,3,video,Sales
TEAMS-003504,2019-06-04 10:28:00,U0045@acmecorp.com,57,2,screen_share,Operations
TEAMS-003505,2019-06-04 14:47:00,U0153@acmecorp.com,24,14,screen_share,Engineering
TEAMS-003506,2019-06-04 14:27:00,U0023@acmecorp.com,45,3,video,Engineering
TEAMS-003507,2019-06-04 11:53:00,U0137@acmecorp.com,39,6,screen_share,Engineering
TEAMS-003508,2019-06-04 18:03:00,U0185@acmecorp.com,66,2,audio,Engineering
TEAMS-003509,2019-06-04 10:57:00,U0087@acmecorp.com,45,2,video,Engineering
TEAMS-003510,2019-06-04 13:18:00,U0145@acmecorp.com,65,2,video,Marketing
TEAMS-003511,2019-06-05 14:32:00,U0103@acmecorp.com,31,2,screen_share,Engineering
TEAMS-003512,2019-06-05 09:39:00,U0145@acmecorp.com,46,3,screen_share,Marketing
TEAMS-003513,2019-06-05 11:10:00,U0189@acmecorp.com,31,2,audio,IT
TEAMS-003514,2019-06-05 14:14:00,U0060@acmecorp.com,42,8,audio,Marketing
TEAMS-003515,2019-06-05 09:23:00,U0094@acmecorp.com,47,5,screen_share,Finance
TEAMS-003516,2019-06-05 13:48:00,U0060@acmecorp.com,61,5,audio,Marketing
TEAMS-003517,2019-06-05 09:42:00,U0074@acmecorp.com,16,2,screen_share,Marketing
TEAMS-003518,2019-06-05 17:24:00,U0107@acmecorp.com,5,3,video,IT
